0,90,-0.045
-78,-45,0.06
78,-45,0.098
0,-90,0.102
78,45,0.058
-78,45,-0.157
-70,-85,7.555
-70,85,7.43
70,-85,7.645
70,85,7.546
-70,5,1.622
-70,70,31.958
70,5,2.791
70,70,33.098
-70,35,8.597
-70,70,49.578
70,35,11.174
70,70,52.092
-15.676,0,15.161
0,-14.375,15.161
14.397,0,15.161
0,15.128,15.161
0,0,7.376
0,0,4.347
0,0,14.97
5,0,0
